study,binge_location,binge_date,subject_id,treatment,sex,early_death,weight_day1,weight_day2,weight_day3,weight_day4,mean_intox,dose_day1,dose_day2,dose_day3,dose_day4,mean_withdrawal,peak_withdrawal,mean_bec,beh_1_1,beh_1_2,beh_1_3,beh_2_1,beh_2_2,beh_2_3,beh_3_1,beh_3_2,beh_3_3,beh_4_1,beh_4_2,beh_4_3,with_10,with_11,with_12,with_13,with_14,with_15,with_16,with_17,with_18,with_19,with_20,with_21,with_22,with_23,with_24,with_25,with_26,
srtx1,texas,9/1/2019,1,ethanol,male,no,351,327,298,298,1.3,15,10,9,11,0.3,2.4,205,0,0,0,2,3,1,3,2,1,2,1,1,0,0,0,0,0,0,2.4,2.4,0,0,0,0,0,0,0,0,0,
srtx1,texas,9/1/2019,2,ethanol,male,no,350,333,307,300,1.5,15,12,7,2.9,0.1,1,419,0,0,0,1,2,1,3,3,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
srtx1,texas,9/1/2019,3,ethanol,male,no,306,287,263,252,2,14,5,8,2.9,0.3,2.4,368,0,0,1,3,4,3,3,3,1,3,1,2,0,0,0,2.2,0,0,1,2.4,0,0,0,0,0,0,0,0,0,
srtx1,texas,9/1/2019,4,ethanol,male,no,337,311,285,277,2,14,7,7,2.9,0.3,3,416,0,0,1,3,3,2,3,3,2,3,3,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,
srtx1,texas,9/1/2019,5,ethanol,male,yes,340,,,,0.7,13,0,0,,,,404,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx1,texas,9/1/2019,6,ethanol,male,no,331,311,289,274,1.7,14,9,7,2.9,0.3,2.4,412,0,0,1,1,2,3,3,3,2,1,2,2,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,1,2.2,0,
srtx1,texas,9/1/2019,7,ethanol,male,yes,338,309,298,284,1.5,14,12,7,2.8,,,374,0,0,1,0,2,1,3,3,2,2,2,,,,,,,,,,,,,,,,,,,
srtx1,texas,9/1/2019,8,ethanol,male,no,354,333,317,303,1.8,14,9,7,2.8,0.8,3,332,0,0,1,1,3,2,3,3,2,2,3,2,0,0,0,3,3,0,2.4,2.4,2.4,0,0,0,0,0,0,0,0,
srtx1,texas,9/1/2019,9,ethanol,male,no,329,298,284,278,1.5,14,8,9,2.8,0.7,3,322,0,0,1,2,3,2,3,2,1,1,2,1,0,0,0,0,0,0,0,2.4,0,0,0,0,2.4,1,0,3,3,
srtx1,texas,9/1/2019,10,ethanol,male,no,342,317,299,285,2.4,13,8,5,2.8,1.2,3.6,498,0,0,2,3,3,1,4,5,1,4,4,2,0,3,0,0,0,3,3,3.6,0,2.4,0,2.4,0,0,1,0,2.6,
srtx1,texas,9/1/2019,11,ethanol,male,no,357,328,309,298,1.7,14,8,8,2.9,0.3,2.4,416,0,0,1,3,3,1,3,3,1,2,1,2,0,0,0,0,0,0,2.4,0,2.4,0,0,0,0,0,1,0,0,
srtx1,texas,9/1/2019,12,ethanol,male,no,325,312,298,286,1.8,14,10,7,2.8,0.1,2.4,302,0,0,1,2,2,1,3,3,2,3,2,2,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,
srtx1,texas,9/1/2019,13,ethanol,male,no,338,312,291,279,2.3,13,3,8,2.9,0.5,2.4,446,0,0,2,4,4,4,3,3,1,2,3,1,0,0,0,0,0,0,2.4,0,2.4,0,0,0,0,0,1,1,1,
srtx1,texas,9/1/2019,14,ethanol,male,no,335,329,322,304,2.2,14,9,7,2.8,1.8,3.6,337,0,0,1,2,2,2,3,3,2,3,4,4,0,0,3,0,0,0,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,3.6,
srtx1,texas,9/1/2019,15,ethanol,female,no,232,225,218,201,1.7,15,10,8,3,0.6,3,440,0,0,0,2,2,1,3,3,1,4,3,1,0,0,0,0,0,0,0,2.4,2.4,2.4,0,0,0,0,0,0,3,
srtx1,texas,9/1/2019,16,ethanol,female,no,245,230,213,208,1.4,15,11,8,3,0.5,3.4,406,0,0,0,0,3,1,3,3,1,4,1,1,0,0,0,3.4,0,0,2.4,0,2.4,0,0,0,0,0,0,0,0,
srtx1,texas,9/1/2019,17,ethanol,female,no,220,198,192,185,1.8,15,7,7,3,2.1,3.8,429,0,0,0,2,4,2,3,3,2,2,2,1,3,3,3.4,0,2.2,3,3,3.8,3.6,2.4,2.4,0,3,3,0,0,0,
srtx1,texas,9/1/2019,18,ethanol,female,no,259,235,223,219,1.8,13,7,9,3,0.7,3.8,350,0,0,3,3,3,2,3,2,1,1,2,2,0,0,0,0,0,0,3.8,3,0,0,0,0,0,0,0,2,3.2,
srtx1,texas,9/1/2019,19,ethanol,female,no,237,230,210,212,1.6,14,9,8,3,0.1,2.2,344,0,0,1,1,2,3,3,3,1,1,3,1,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,
srtx1,texas,9/1/2019,20,ethanol,female,yes,238,224,218,,1.3,15,10,8,,,,282,0,0,0,1,3,1,3,3,1,,,,,,,,,,,,,,,,,,,,,
srtx1,texas,9/1/2019,21,ethanol,female,no,229,220,214,207,1.4,15,9,9,2.9,0.2,3.6,334,0,0,0,2,3,1,2,3,1,2,2,1,0,0,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,
srtx1,texas,9/1/2019,22,ethanol,female,yes,227,214,207,200,1.9,14,8,8,2.8,1,3.6,401,0,0,1,3,3,1,2,2,3,3,3,,,,,,,,,,,,,,,,,,,
srtx1,texas,9/1/2019,23,ethanol,female,no,236,223,215,210,1.7,14,9,9,2.9,0,0,321,0,0,1,1,3,2,3,2,1,2,3,2,0,0,0,0,2.2,0,2.4,3,3.6,3.6,0,0,0,2.4,0,0,0,
srtx1,texas,9/1/2019,24,ethanol,female,no,236,224,212,204,1.8,13,8,9,3,0.1,1.4,390,0,0,2,2,3,2,2,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
srtx1,texas,9/1/2019,25,ethanol,female,no,239,238,234,224,1.3,15,9,11,3,0.1,1,77,0,0,0,2,3,1,1,1,2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.4,0,0,
srtx1,texas,9/1/2019,26,ethanol,female,yes,245,226,221,,1.3,15,10,1,,,,,0,0,0,1,3,1,4,,,,,,,,,,,,,,,,,,,,,,,
srtx1,texas,9/1/2019,27,ethanol,female,no,235,220,212,207,1.3,14,9,10,3,0.1,1,318,0,0,1,2,3,1,2,2,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,
srtx1,texas,9/1/2019,28,ethanol,female,yes,241,232,224,213,1.6,14,11,9,2.3,,,435,0,0,1,0,3,1,3,2,1,2,2,4,,,,,,,,,,,,,,,,,,
srtx1,texas,9/1/2019,29,control,male,no,372,352,333,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx1,texas,9/1/2019,30,control,male,no,348,320,313,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx1,texas,9/1/2019,31,control,male,yes,320,305,300,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx1,texas,9/1/2019,32,control,male,no,340,315,321,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx1,texas,9/1/2019,33,control,male,no,353,336,326,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx1,texas,9/1/2019,34,control,male,no,315,303,297,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx1,texas,9/1/2019,35,control,male,no,333,317,310,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx1,texas,9/1/2019,36,control,male,no,336,316,322,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx1,texas,9/1/2019,37,control,male,no,326,324,298,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx1,texas,9/1/2019,38,control,male,no,348,329,325,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx1,texas,9/1/2019,39,control,male,no,358,333,314,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx1,texas,9/1/2019,40,control,male,no,317,304,288,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx1,texas,9/1/2019,41,control,female,no,231,220,218,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx1,texas,9/1/2019,42,control,female,no,220,209,202,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx1,texas,9/1/2019,43,control,female,no,220,213,209,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx1,texas,9/1/2019,44,control,female,yes,245,232,230,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx1,texas,9/1/2019,45,control,female,no,237,228,224,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx1,texas,9/1/2019,46,control,female,no,240,222,214,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx1,texas,9/1/2019,47,control,female,no,241,235,228,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx1,texas,9/1/2019,48,control,female,no,220,214,206,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx1,texas,9/1/2019,49,control,female,no,228,219,214,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx1,texas,9/1/2019,50,control,female,no,240,236,229,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx1,texas,9/1/2019,51,control,female,no,225,222,211,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx1,texas,9/1/2019,52,control,female,no,237,226,226,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx1,texas,9/1/2019,53,ubc,male,no,351,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx1,texas,9/1/2019,54,ubc,male,no,333,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx1,texas,9/1/2019,55,ubc,male,no,319,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx1,texas,9/1/2019,56,ubc,male,no,344,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx1,texas,9/1/2019,57,ubc,male,no,355,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx1,texas,9/1/2019,58,ubc,male,no,347,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx1,texas,9/1/2019,59,ubc,female,no,231,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx1,texas,9/1/2019,60,ubc,female,no,245,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx1,texas,9/1/2019,61,ubc,female,no,246,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx1,texas,9/1/2019,62,ubc,female,no,245,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx1,texas,9/1/2019,63,ubc,female,no,224,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx1,texas,9/1/2019,64,ubc,female,no,240,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx2,texas,12/1/2019,1,ethanol,male,no,367,353,335,328,1.833333333,12,8,9,9,0.364705882,2.6,301.9,0,1,2,3,2,2,2,1,3,2,2,2,0,0,0,0,0,0,0,0,1,2.6,0,0,0,0,0,1.6,1,
srtx2,texas,12/1/2019,2,ethanol,male,no,330,332,321,323,1,14,12,11,11,1.329411765,2.4,310.4666667,0,0,1,1,1,1,2,1,1,1,2,1,0,0,0,0,0,0,2.4,2.4,2.4,2.4,1,2.4,2.4,2.4,2.4,2.4,0,
srtx2,texas,12/1/2019,3,ethanol,male,no,366,351,343,330,1.75,13,10,8,8,0.658823529,3.6,305.5,0,0,2,2,1,2,3,2,2,2,2,3,0,0,0,0,0,0,0,0,0,3.6,0,2.4,1.6,0,0,0,3.6,
srtx2,texas,12/1/2019,4,ethanol,male,no,386,364,350,338,1.833333333,14,7,8,9,0.458823529,3.8,369.1,0,0,1,3,2,3,2,2,3,2,1,3,0,0,0,0,0,0,3,3.8,0,0,0,0,0,0,0,0,1,
srtx2,texas,12/1/2019,5,ethanol,male,yes,363,347,,,1.5,14,,,,,,,0,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx2,texas,12/1/2019,6,ethanol,male,no,376,353,329,318,1.75,14,9,9,7,0.576470588,2.4,378.6666667,0,0,1,2,1,3,3,2,1,3,2,3,0,0,0,0,0,0,0,0,1,0,0,1,2.4,0,2.4,1.4,1.6,
srtx2,texas,12/1/2019,7,ethanol,male,no,373,354,335,321,2.166666667,14,9,5,6,0.494117647,3.8,424.9,0,0,1,2,2,2,3,3,4,4,2,3,0,0,0,0,0,0,0,3.8,3.6,0,0,0,0,0,0,1,0,
srtx2,texas,12/1/2019,8,ethanol,male,yes,401,373,,,0.666666667,13,,,,,,,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx2,texas,12/1/2019,9,ethanol,male,no,383,378,364,356,1.75,12,10,8,9,1.976470588,2.4,350.9333333,0,0,3,1,2,2,3,1,3,2,1,3,0,0,0,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,
srtx2,texas,12/1/2019,10,ethanol,male,no,356,343,334,321,1.333333333,14,10,11,9,0.117647059,1,80.34666667,0,0,1,0,3,2,2,0,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,
srtx2,texas,12/1/2019,11,ethanol,male,no,370,357,337,332,1.333333333,15,9,9,11,0.435294118,3,336.0333333,0,0,0,2,2,2,3,1,2,2,1,1,0,0,0,3,0,0,2.4,0,0,0,0,0,1,0,1,0,0,
srtx2,texas,12/1/2019,12,ethanol,male,no,400,378,363,359,1.416666667,13,10,8,12,0.058823529,1,318.2,0,0,2,2,2,1,2,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
srtx2,texas,12/1/2019,13,ethanol,female,no,268,266,254,249,1.416666667,13,11,11,8,0.247058824,3.2,238.3333333,0,0,2,1,1,2,1,1,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.2,0,
srtx2,texas,12/1/2019,14,ethanol,female,no,276,267,255,245,1.25,14,13,11,7,1.188235294,3.8,271.3333333,0,0,1,0,0,2,1,1,2,3,1,4,0,0,0,2.2,1,3,3,0,1,1,2.2,3.8,1,1,0,0,1,
srtx2,texas,12/1/2019,15,ethanol,female,no,279,272,271,264,0.666666667,15,13,12,12,0.2,2.4,194.5,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,2.4,0,0,0,0,0,0,0,0,0,1,0,0,0,
srtx2,texas,12/1/2019,16,ethanol,female,no,260,265,262,253,1,14,13,11,10,0,0,293.1666667,0,0,1,0,1,1,1,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
srtx2,texas,12/1/2019,17,ethanol,female,no,271,270,257,250,1.583333333,14,12,9,6,1.729411765,3.4,389.6666667,0,0,1,0,0,3,3,2,1,3,2,4,0,0,0,1,1,3.4,0,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,
srtx2,texas,12/1/2019,18,ethanol,female,no,267,248,240,229,2.166666667,12,7,8,7,1.717647059,3.8,395.3333333,0,1,2,0,4,4,3,2,2,2,2,4,3.8,3,3,3,2.2,3,3,2.2,2.6,1,0,0,0,0,0,1,1.4,
srtx2,texas,12/1/2019,19,ethanol,female,no,276,258,250,243,1.333333333,12,12,9,11,0.117647059,1,337.8333333,0,1,2,1,1,1,1,2,3,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,
srtx2,texas,12/1/2019,20,ethanol,female,no,275,258,254,247,1.25,12,12,10,11,0.423529412,2.4,344.3333333,0,0,3,0,1,2,2,1,2,2,1,1,0,2.4,0,0,0,0,0,0,0,0,0,2.4,2.4,0,0,0,0,
srtx2,texas,12/1/2019,21,ethanol,female,no,276,264,256,247,1.333333333,14,12,9,9,0.117647059,1,312.3,0,0,1,0,1,2,2,2,2,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
srtx2,texas,12/1/2019,22,ethanol,female,yes,271,266,,,0.2,14,10,,,,,,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
srtx2,texas,12/1/2019,23,ethanol,female,no,279,262,253,242,1.583333333,13,11,7,10,0.505882353,3,429.6333333,0,0,2,0,1,3,3,2,3,2,2,1,0,0,0,2.4,0,0,0,2.2,0,0,3,1,0,0,0,0,0,
srtx2,texas,12/1/2019,24,ethanol,female,no,255,238,238,244,1.416666667,11,12,10,10,0.117647059,1,254.1,0,1,3,0,1,2,2,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,
srtx2,texas,12/1/2019,25,control,male,no,392,366,349,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx2,texas,12/1/2019,26,control,male,no,370,360,339,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx2,texas,12/1/2019,27,control,male,no,372,368,353,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx2,texas,12/1/2019,28,control,male,yes,376,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx2,texas,12/1/2019,29,control,male,no,361,352,339,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx2,texas,12/1/2019,30,control,male,no,368,355,347,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx2,texas,12/1/2019,31,control,male,no,352,336,320,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx2,texas,12/1/2019,32,control,male,no,346,333,320,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx2,texas,12/1/2019,33,control,male,no,368,353,343,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx2,texas,12/1/2019,34,control,male,no,408,382,371,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx2,texas,12/1/2019,35,control,male,no,400,384,367,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx2,texas,12/1/2019,36,control,male,no,329,324,314,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx2,texas,12/1/2019,37,control,female,no,283,264,257,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx2,texas,12/1/2019,38,control,female,yes,278,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx2,texas,12/1/2019,39,control,female,no,261,252,246,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx2,texas,12/1/2019,40,control,female,no,277,268,263,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx2,texas,12/1/2019,41,control,female,no,278,268,267,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx2,texas,12/1/2019,42,control,female,no,276,263,249,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx2,texas,12/1/2019,43,control,female,no,276,258,253,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx2,texas,12/1/2019,44,control,female,no,291,278,270,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx2,texas,12/1/2019,45,control,female,no,270,256,255,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx2,texas,12/1/2019,46,control,female,no,261,251,245,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx2,texas,12/1/2019,47,control,female,no,262,248,245,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx2,texas,12/1/2019,48,control,female,no,269,258,253,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx2,texas,12/1/2019,49,ubc,male,no,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx2,texas,12/1/2019,50,ubc,male,no,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx2,texas,12/1/2019,51,ubc,male,no,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx2,texas,12/1/2019,52,ubc,male,no,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx2,texas,12/1/2019,53,ubc,male,no,403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx2,texas,12/1/2019,54,ubc,male,no,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx2,texas,12/1/2019,55,ubc,male,no,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx2,texas,12/1/2019,56,ubc,male,no,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx2,texas,12/1/2019,57,ubc,female,no,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx2,texas,12/1/2019,58,ubc,female,no,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx2,texas,12/1/2019,59,ubc,female,no,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx2,texas,12/1/2019,60,ubc,female,no,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx2,texas,12/1/2019,61,ubc,female,no,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx2,texas,12/1/2019,62,ubc,female,no,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx2,texas,12/1/2019,63,ubc,female,no,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx2,texas,12/1/2019,64,ubc,female,no,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx3,texas,7/1/2021,1,ethanol,male,no,354,332,316,305,2.08,12,6,7,10,0.447058824,2.6,389.73,0,1,2,3,3,3,3,3,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2.6,1,1,1,1,
srtx3,texas,7/1/2021,2,ethanol,male,no,356,338,318,312,1.67,14,7,9,10,0.858823529,3.8,364.77,0,0,1,3,3,2,3,2,1,3,1,1,0,0,0,0,0,0,2.4,2.4,2.4,0,0,0,0,2.6,1,0,3.8,
srtx3,texas,7/1/2021,3,ethanol,male,no,383,371,336,338,1.58,14,8,10,9,0.376470588,2.4,342.7,0,1,0,3,3,1,1,3,1,2,2,2,0,0,0,0,0,0,0,2.4,0,0,2.4,0,0,0,0,1.6,0,
srtx3,texas,7/1/2021,4,ethanol,male,no,360,356,352,323,2,14,9,9,4,1.588235294,3.8,309.8,0,0,1,2,2,2,2,3,1,3,5,3,0,0,0,0,0,1,3.8,3,0,3,3,2.4,2.4,3,3,2.4,0,
srtx3,texas,7/1/2021,5,ethanol,male,no,359,334,323,322,1.83,13,6,10,9,1.905882353,3.8,333.63,0,1,1,3,3,3,3,1,1,2,2,2,0,0,0,0,0,2.4,0,3,3,3,3,2.4,3.8,3,2.4,2.6,3.8,
srtx3,texas,7/1/2021,6,ethanol,male,no,362,337,328,325,1.5,13,10,9,10,0,0,340.33,0,1,1,2,2,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
srtx3,texas,7/1/2021,7,ethanol,male,no,358,340,310,297,2,12,4,9,11,0.552941176,3.4,466.43,0,1,2,3,5,3,1,2,3,1,2,1,0,0,0,0,0,0,0,3,0,0,3,0,0,3.4,0,0,0,
srtx3,texas,7/1/2021,8,ethanol,male,no,355,352,338,324,1.75,15,9,7,8,0.529411765,3,406.2,0,0,0,2,2,2,3,3,2,3,2,2,0,0,0,0,0,0,0,3,2.4,0,0,0,0,2.6,0,1,0,
srtx3,texas,7/1/2021,9,ethanol,female,no,256,237,228,221,1.75,13,9,9,8,1.247058824,3.8,382.43,0,1,1,1,3,2,2,3,1,3,3,1,0,0,0,0,0,0,3.8,0,3,0,2.2,2.6,3,2,1,1,2.6,
srtx3,texas,7/1/2021,10,ethanol,female,no,251,235,219,210,1.58,11,11,8,11,0.6,2.6,390.2,0,2,2,1,2,1,3,2,2,2,2,0,0,0,0,0,0,0,0,0,1.6,0,0,0,2.2,1.6,2.2,2.6,0,
srtx3,texas,7/1/2021,11,ethanol,female,no,241,228,216,207,1.33,15,11,8,10,1.352941176,3,453.5,0,0,0,1,2,1,3,1,3,2,2,1,0,3,0,0,0,0,0,2.4,3,0,3,0,0,2.6,3,3,3,
srtx3,texas,7/1/2021,12,ethanol,female,no,252,231,226,226,1.25,13,10,11,11,0.352941176,3.8,385.93,0,0,2,3,1,1,1,3,0,1,2,1,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,3.8,
srtx3,texas,7/1/2021,13,ethanol,female,no,245,227,219,217,1.33,13,10,10,11,0.117647059,1,388.77,0,0,2,3,2,0,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,
srtx3,texas,7/1/2021,14,ethanol,female,no,216,204,196,196,1.75,15,8,8,8,0.058823529,1,410.73,0,0,0,3,3,1,3,3,1,3,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
srtx3,texas,7/1/2021,15,ethanol,female,no,257,240,224,217,1.75,13,5,10,11,0.6,3,438.97,0,1,1,3,3,4,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2.6,2.6,0,1,0,3,1,
srtx3,texas,7/1/2021,16,ethanol,female,no,244,226,215,214,1.75,12,7,11,9,1.741176471,3.8,378.53,0,0,3,2,2,4,2,1,1,1,2,3,0,0,0,0,0,0,1,3.4,2.4,2.4,2.4,2.4,2.4,3.8,3,3.4,3,
srtx3,texas,7/1/2021,17,ethanol,female,no,246,230,227,224,1.42,13,9,10,11,0.4,3.8,338.9,0,2,0,3,2,1,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3.8,
srtx3,texas,7/1/2021,18,ethanol,female,no,250,238,229,230,1.17,14,8,12,12,0.470588235,2.6,328.95,0,1,0,2,2,3,1,1,1,2,1,0,0,0,0,0,0,0,0,0,2.4,2.6,0,0,1,0,1,1,0,
srtx3,texas,7/1/2021,19,ethanol,female,no,247,228,223,221,1.5,13,11,9,9,0.670588235,3.8,395.75,0,1,1,1,2,1,2,2,2,2,2,2,0,0,0,0,0,0,1,0,0,3.8,0,1,1.6,3,0,1,0,
